batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
Chennai Super Kings,Sunrisers Hyderabad,Chennai,151.0,117.0,1,160.0,18.0,7.74,1
Chennai Super Kings,Sunrisers Hyderabad,Chennai,151.0,116.0,0,160.0,13.5,7.81,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,160.0,125.0,9,160.0,-0.0,7.68,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,155.0,119.0,3,160.0,30.0,7.82,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,155.0,118.0,2,160.0,15.0,7.88,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,155.0,117.0,1,160.0,10.0,7.95,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,155.0,116.0,0,160.0,7.5,8.02,1
Punjab Kings,Delhi Capitals,Delhi,110.0,119.0,3,121.0,66.0,5.55,0
Punjab Kings,Delhi Capitals,Delhi,106.0,118.0,2,121.0,45.0,5.39,0
Punjab Kings,Delhi Capitals,Delhi,102.0,117.0,1,121.0,38.0,5.23,0
Punjab Kings,Delhi Capitals,Delhi,102.0,116.0,0,121.0,28.5,5.28,0
Chennai Super Kings,Rajasthan Royals,Chennai,181.0,119.0,3,186.0,30.0,9.13,1
Chennai Super Kings,Rajasthan Royals,Chennai,180.0,118.0,2,186.0,18.0,9.15,1
Chennai Super Kings,Rajasthan Royals,Chennai,176.0,117.0,1,186.0,20.0,9.03,1
Chennai Super Kings,Rajasthan Royals,Chennai,172.0,116.0,0,186.0,21.0,8.9,1
Delhi Capitals,Delhi Capitals,Delhi,162.0,125.0,9,162.0,-0.0,7.78,0
Delhi Capitals,Delhi Capitals,Delhi,162.0,124.0,8,162.0,-0.0,7.84,0
Delhi Capitals,Delhi Capitals,Delhi,162.0,123.0,7,162.0,-0.0,7.9,0
Delhi Capitals,Delhi Capitals,Delhi,159.0,119.0,3,162.0,18.0,8.02,0
Delhi Capitals,Delhi Capitals,Delhi,159.0,118.0,2,162.0,9.0,8.08,0
Delhi Capitals,Delhi Capitals,Delhi,159.0,117.0,1,162.0,6.0,8.15,0
Delhi Capitals,Delhi Capitals,Delhi,158.0,116.0,0,162.0,6.0,8.17,0
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,118.0,125.0,9,118.0,-0.0,5.66,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,113.0,119.0,3,118.0,30.0,5.7,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,113.0,118.0,2,118.0,15.0,5.75,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,113.0,117.0,1,118.0,10.0,5.79,1
Royal Challengers Bangalore,Rajasthan Royals,Bangalore,113.0,116.0,0,118.0,7.5,5.84,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,113.0,119.0,3,120.0,42.0,5.7,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,109.0,118.0,2,120.0,33.0,5.54,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,109.0,117.0,1,120.0,22.0,5.59,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,109.0,116.0,0,120.0,16.5,5.64,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,124.0,125.0,9,124.0,-0.0,5.95,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,124.0,124.0,8,124.0,-0.0,6.0,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,124.0,123.0,7,124.0,-0.0,6.05,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,124.0,122.0,6,124.0,-0.0,6.1,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,124.0,121.0,5,124.0,-0.0,6.15,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,123.0,119.0,3,124.0,6.0,6.2,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,123.0,118.0,2,124.0,3.0,6.25,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,122.0,117.0,1,124.0,4.0,6.26,1
Sunrisers Hyderabad,Punjab Kings,Hyderabad,121.0,116.0,0,124.0,4.5,6.26,1
Delhi Capitals,Delhi Capitals,Delhi,170.0,125.0,9,170.0,-0.0,8.16,0
Delhi Capitals,Delhi Capitals,Delhi,170.0,124.0,8,170.0,-0.0,8.23,0
Delhi Capitals,Delhi Capitals,Delhi,161.0,119.0,3,170.0,54.0,8.12,0
Delhi Capitals,Delhi Capitals,Delhi,160.0,119.0,2,170.0,60.0,8.07,0
Delhi Capitals,Delhi Capitals,Delhi,160.0,118.0,1,170.0,30.0,8.14,0
Delhi Capitals,Delhi Capitals,Delhi,159.0,117.0,0,170.0,22.0,8.15,0
Mumbai Indians,Rajasthan Royals,Jaipur,175.0,119.0,3,180.0,30.0,8.82,0
Mumbai Indians,Rajasthan Royals,Jaipur,175.0,118.0,2,180.0,15.0,8.9,0
Mumbai Indians,Rajasthan Royals,Jaipur,175.0,117.0,1,180.0,10.0,8.97,0
Mumbai Indians,Rajasthan Royals,Jaipur,174.0,116.0,0,180.0,9.0,9.0,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,158.0,125.0,9,158.0,-0.0,7.58,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,158.0,124.0,8,158.0,-0.0,7.65,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,158.0,123.0,7,158.0,-0.0,7.71,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,158.0,122.0,6,158.0,-0.0,7.77,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,157.0,119.0,3,158.0,6.0,7.92,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,157.0,118.0,2,158.0,3.0,7.98,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,157.0,117.0,1,158.0,2.0,8.05,0
Kolkata Knight Riders,Punjab Kings,Chandigarh,156.0,116.0,0,158.0,3.0,8.07,0
Royal Challengers Bangalore,Delhi Capitals,Bangalore,150.0,119.0,3,153.0,18.0,7.56,1
Royal Challengers Bangalore,Delhi Capitals,Bangalore,150.0,118.0,2,153.0,9.0,7.63,1
Royal Challengers Bangalore,Delhi Capitals,Bangalore,150.0,117.0,1,153.0,6.0,7.69,1
Royal Challengers Bangalore,Delhi Capitals,Bangalore,150.0,116.0,0,153.0,4.5,7.76,1
Rajasthan Royals,Punjab Kings,Jaipur,119.0,119.0,3,125.0,36.0,6.0,1
Rajasthan Royals,Punjab Kings,Jaipur,118.0,119.0,2,125.0,42.0,5.95,1
Rajasthan Royals,Punjab Kings,Jaipur,118.0,118.0,1,125.0,21.0,6.0,1
Rajasthan Royals,Punjab Kings,Jaipur,118.0,117.0,0,125.0,14.0,6.05,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,174.0,119.0,3,181.0,42.0,8.77,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,173.0,118.0,2,181.0,24.0,8.8,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,172.0,117.0,1,181.0,18.0,8.82,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,171.0,116.0,0,181.0,15.0,8.84,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,163.0,119.0,3,166.0,18.0,8.22,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,162.0,119.0,2,166.0,24.0,8.17,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,162.0,118.0,1,166.0,12.0,8.24,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,162.0,117.0,0,166.0,8.0,8.31,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,115.0,125.0,9,115.0,-0.0,5.52,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,115.0,124.0,8,115.0,-0.0,5.56,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,115.0,123.0,7,115.0,-0.0,5.61,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,115.0,122.0,6,115.0,-0.0,5.66,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,115.0,121.0,5,115.0,-0.0,5.7,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,113.0,119.0,3,115.0,12.0,5.7,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,113.0,119.0,2,115.0,12.0,5.7,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,113.0,118.0,1,115.0,6.0,5.75,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,113.0,117.0,0,115.0,4.0,5.79,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,155.0,125.0,9,155.0,-0.0,7.44,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,155.0,124.0,8,155.0,-0.0,7.5,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,155.0,123.0,7,155.0,-0.0,7.56,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,147.0,119.0,3,155.0,48.0,7.41,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,146.0,118.0,2,155.0,27.0,7.42,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,145.0,117.0,1,155.0,20.0,7.44,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,145.0,116.0,0,155.0,15.0,7.5,1
Chennai Super Kings,Punjab Kings,Chandigarh,133.0,119.0,3,139.0,36.0,6.71,1
Chennai Super Kings,Punjab Kings,Chandigarh,132.0,119.0,2,139.0,42.0,6.66,1
Chennai Super Kings,Punjab Kings,Chandigarh,132.0,118.0,1,139.0,21.0,6.71,1
Chennai Super Kings,Punjab Kings,Chandigarh,132.0,117.0,0,139.0,14.0,6.77,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,162.0,125.0,9,162.0,-0.0,7.78,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,162.0,124.0,8,162.0,-0.0,7.84,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,146.0,119.0,3,162.0,96.0,7.36,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,146.0,118.0,2,162.0,48.0,7.42,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,146.0,117.0,1,162.0,32.0,7.49,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,146.0,116.0,0,162.0,24.0,7.55,1
Delhi Capitals,Mumbai Indians,Mumbai,210.0,125.0,9,210.0,-0.0,10.08,0
Delhi Capitals,Mumbai Indians,Mumbai,210.0,124.0,8,210.0,-0.0,10.16,0
Delhi Capitals,Mumbai Indians,Mumbai,208.0,119.0,3,210.0,12.0,10.49,0
Delhi Capitals,Mumbai Indians,Mumbai,208.0,118.0,2,210.0,6.0,10.58,0
Delhi Capitals,Mumbai Indians,Mumbai,208.0,117.0,1,210.0,4.0,10.67,0
Delhi Capitals,Mumbai Indians,Mumbai,204.0,116.0,0,210.0,9.0,10.55,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,131.0,119.0,3,145.0,84.0,6.61,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,130.0,119.0,2,145.0,90.0,6.55,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,129.0,118.0,1,145.0,48.0,6.56,0
Kolkata Knight Riders,Rajasthan Royals,Jaipur,129.0,117.0,0,145.0,32.0,6.62,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,127.0,119.0,3,131.0,24.0,6.4,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,126.0,118.0,2,131.0,15.0,6.41,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,126.0,117.0,1,131.0,10.0,6.46,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,125.0,116.0,0,131.0,9.0,6.47,1
Chennai Super Kings,Mumbai Indians,Chennai,142.0,119.0,3,149.0,42.0,7.16,0
Chennai Super Kings,Mumbai Indians,Chennai,141.0,118.0,2,149.0,24.0,7.17,0
Chennai Super Kings,Mumbai Indians,Chennai,139.0,117.0,1,149.0,20.0,7.13,0
Chennai Super Kings,Mumbai Indians,Chennai,139.0,116.0,0,149.0,15.0,7.19,0
Delhi Capitals,Delhi Capitals,Delhi,161.0,119.0,3,166.0,30.0,8.12,0
Delhi Capitals,Delhi Capitals,Delhi,161.0,119.0,2,166.0,30.0,8.12,0
Delhi Capitals,Delhi Capitals,Delhi,161.0,118.0,1,166.0,15.0,8.19,0
Delhi Capitals,Delhi Capitals,Delhi,157.0,117.0,0,166.0,18.0,8.05,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,157.0,125.0,9,157.0,-0.0,7.54,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,157.0,124.0,8,157.0,-0.0,7.6,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,154.0,119.0,3,157.0,18.0,7.76,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,154.0,118.0,2,157.0,9.0,7.83,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,154.0,117.0,1,157.0,6.0,7.9,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,154.0,116.0,0,157.0,4.5,7.97,0
Kolkata Knight Riders,Delhi Capitals,Kolkata,129.0,125.0,9,129.0,-0.0,6.19,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,129.0,124.0,8,129.0,-0.0,6.24,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,129.0,123.0,7,129.0,-0.0,6.29,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,129.0,122.0,6,129.0,-0.0,6.34,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,129.0,121.0,5,129.0,-0.0,6.4,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,128.0,119.0,3,129.0,6.0,6.45,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,128.0,118.0,2,129.0,3.0,6.51,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,124.0,117.0,1,129.0,10.0,6.36,1
Kolkata Knight Riders,Delhi Capitals,Kolkata,124.0,116.0,0,129.0,7.5,6.41,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,191.0,125.0,9,191.0,-0.0,9.17,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,188.0,119.0,3,191.0,18.0,9.48,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,187.0,118.0,2,191.0,12.0,9.51,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,187.0,117.0,1,191.0,8.0,9.59,1
Kolkata Knight Riders,Chennai Super Kings,Chennai,183.0,116.0,0,191.0,12.0,9.47,1
Delhi Capitals,Delhi Capitals,Chennai,223.0,125.0,9,223.0,-0.0,10.7,0
Delhi Capitals,Delhi Capitals,Chennai,216.0,119.0,3,223.0,42.0,10.89,0
Delhi Capitals,Delhi Capitals,Chennai,212.0,118.0,2,223.0,33.0,10.78,0
Delhi Capitals,Delhi Capitals,Chennai,208.0,117.0,1,223.0,30.0,10.67,0
Delhi Capitals,Delhi Capitals,Chennai,208.0,116.0,0,223.0,22.5,10.76,0
Mumbai Indians,Chennai Super Kings,Bangalore,188.0,125.0,9,188.0,-0.0,9.02,0
Mumbai Indians,Chennai Super Kings,Bangalore,181.0,119.0,3,188.0,42.0,9.13,0
Mumbai Indians,Chennai Super Kings,Bangalore,177.0,118.0,2,188.0,33.0,9.0,0
Mumbai Indians,Chennai Super Kings,Bangalore,175.0,117.0,1,188.0,26.0,8.97,0
Mumbai Indians,Chennai Super Kings,Bangalore,175.0,116.0,0,188.0,19.5,9.05,0
Delhi Capitals,Delhi Capitals,Pune,152.0,119.0,3,163.0,66.0,7.66,0
Delhi Capitals,Delhi Capitals,Pune,150.0,119.0,2,163.0,78.0,7.56,0
Delhi Capitals,Delhi Capitals,Pune,149.0,118.0,1,163.0,42.0,7.58,0
Delhi Capitals,Delhi Capitals,Pune,145.0,117.0,0,163.0,36.0,7.44,0
Mumbai Indians,Rajasthan Royals,Jaipur,163.0,125.0,9,163.0,-0.0,7.82,1
Mumbai Indians,Rajasthan Royals,Jaipur,163.0,124.0,8,163.0,-0.0,7.89,1
Mumbai Indians,Rajasthan Royals,Jaipur,155.0,119.0,3,163.0,48.0,7.82,1
Mumbai Indians,Rajasthan Royals,Jaipur,155.0,118.0,2,163.0,24.0,7.88,1
Mumbai Indians,Rajasthan Royals,Jaipur,155.0,117.0,1,163.0,16.0,7.95,1
Mumbai Indians,Rajasthan Royals,Jaipur,155.0,116.0,0,163.0,12.0,8.02,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,126.0,119.0,3,133.0,42.0,6.35,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,126.0,118.0,2,133.0,21.0,6.41,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,122.0,117.0,1,133.0,22.0,6.26,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,116.0,116.0,0,133.0,25.5,6.0,0
Delhi Capitals,Punjab Kings,Dharamsala,142.0,125.0,9,142.0,-0.0,6.82,0
Delhi Capitals,Punjab Kings,Dharamsala,132.0,119.0,3,142.0,60.0,6.66,0
Delhi Capitals,Punjab Kings,Dharamsala,128.0,118.0,2,142.0,42.0,6.51,0
Delhi Capitals,Punjab Kings,Dharamsala,128.0,117.0,1,142.0,28.0,6.56,0
Delhi Capitals,Punjab Kings,Dharamsala,128.0,116.0,0,142.0,21.0,6.62,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,127.0,125.0,9,127.0,-0.0,6.1,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,115.0,119.0,3,127.0,72.0,5.8,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,115.0,118.0,2,127.0,36.0,5.85,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,115.0,117.0,1,127.0,24.0,5.9,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,114.0,116.0,0,127.0,19.5,5.9,0
Punjab Kings,Punjab Kings,Dharamsala,111.0,119.0,3,121.0,60.0,5.6,0
Punjab Kings,Punjab Kings,Dharamsala,110.0,118.0,2,121.0,33.0,5.59,0
Punjab Kings,Punjab Kings,Dharamsala,110.0,117.0,1,121.0,22.0,5.64,0
Punjab Kings,Punjab Kings,Dharamsala,106.0,116.0,0,121.0,22.5,5.48,0
Delhi Capitals,Delhi Capitals,Delhi,205.0,119.0,3,216.0,66.0,10.34,0
Delhi Capitals,Delhi Capitals,Delhi,205.0,119.0,2,216.0,66.0,10.34,0
Delhi Capitals,Delhi Capitals,Delhi,205.0,118.0,1,216.0,33.0,10.42,0
Delhi Capitals,Delhi Capitals,Delhi,199.0,117.0,0,216.0,34.0,10.21,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,141.0,125.0,9,141.0,-0.0,6.77,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,136.0,119.0,3,141.0,30.0,6.86,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,136.0,118.0,2,141.0,15.0,6.92,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,136.0,117.0,1,141.0,10.0,6.97,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,135.0,116.0,0,141.0,9.0,6.98,0
Delhi Capitals,Delhi Capitals,Delhi,137.0,125.0,9,137.0,-0.0,6.58,0
Delhi Capitals,Delhi Capitals,Delhi,126.0,119.0,3,137.0,66.0,6.35,0
Delhi Capitals,Delhi Capitals,Delhi,122.0,118.0,2,137.0,45.0,6.2,0
Delhi Capitals,Delhi Capitals,Delhi,121.0,117.0,1,137.0,32.0,6.21,0
Delhi Capitals,Delhi Capitals,Delhi,117.0,116.0,0,137.0,30.0,6.05,0
Chennai Super Kings,Kolkata Knight Riders,Kolkata,159.0,125.0,9,159.0,-0.0,7.63,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,159.0,124.0,8,159.0,-0.0,7.69,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,154.0,119.0,3,159.0,30.0,7.76,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,150.0,118.0,2,159.0,27.0,7.63,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,150.0,117.0,1,159.0,18.0,7.69,1
Chennai Super Kings,Kolkata Knight Riders,Kolkata,149.0,116.0,0,159.0,15.0,7.71,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,172.0,125.0,9,172.0,-0.0,8.26,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,170.0,119.0,3,172.0,12.0,8.57,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,170.0,119.0,2,172.0,12.0,8.57,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,168.0,118.0,1,172.0,12.0,8.54,1
Mumbai Indians,Royal Challengers Bangalore,Bangalore,168.0,117.0,0,172.0,8.0,8.62,1
Punjab Kings,Punjab Kings,Chandigarh,191.0,125.0,9,191.0,-0.0,9.17,0
Punjab Kings,Punjab Kings,Chandigarh,191.0,124.0,8,191.0,-0.0,9.24,0
Punjab Kings,Punjab Kings,Chandigarh,187.0,119.0,3,191.0,24.0,9.43,0
Punjab Kings,Punjab Kings,Chandigarh,186.0,118.0,2,191.0,15.0,9.46,0
Punjab Kings,Punjab Kings,Chandigarh,185.0,117.0,1,191.0,12.0,9.49,0
Punjab Kings,Punjab Kings,Chandigarh,185.0,116.0,0,191.0,9.0,9.57,0
Chennai Super Kings,Delhi Capitals,Chennai,115.0,125.0,9,115.0,-0.0,5.52,1
Chennai Super Kings,Delhi Capitals,Chennai,115.0,124.0,8,115.0,-0.0,5.56,1
Chennai Super Kings,Delhi Capitals,Chennai,113.0,119.0,3,115.0,12.0,5.7,1
Chennai Super Kings,Delhi Capitals,Chennai,109.0,118.0,2,115.0,18.0,5.54,1
Chennai Super Kings,Delhi Capitals,Chennai,108.0,117.0,1,115.0,14.0,5.54,1
Chennai Super Kings,Delhi Capitals,Chennai,108.0,116.0,0,115.0,10.5,5.59,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,180.0,119.0,3,183.0,18.0,9.08,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,180.0,118.0,2,183.0,9.0,9.15,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,180.0,117.0,1,183.0,6.0,9.23,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,179.0,116.0,0,183.0,6.0,9.26,0
Chennai Super Kings,Rajasthan Royals,Jaipur,126.0,119.0,3,127.0,6.0,6.35,1
Chennai Super Kings,Rajasthan Royals,Jaipur,122.0,118.0,2,127.0,15.0,6.2,1
Chennai Super Kings,Rajasthan Royals,Jaipur,121.0,117.0,1,127.0,12.0,6.21,1
Chennai Super Kings,Rajasthan Royals,Jaipur,121.0,116.0,0,127.0,9.0,6.26,1
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,172.0,119.0,3,188.0,96.0,8.67,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,171.0,118.0,2,188.0,51.0,8.69,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,166.0,117.0,1,188.0,44.0,8.51,0
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,166.0,116.0,0,188.0,33.0,8.59,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,142.0,125.0,9,142.0,-0.0,6.82,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,142.0,124.0,8,142.0,-0.0,6.87,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,142.0,123.0,7,142.0,-0.0,6.93,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,142.0,122.0,6,142.0,-0.0,6.98,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,138.0,119.0,3,142.0,24.0,6.96,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,137.0,118.0,2,142.0,15.0,6.97,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,136.0,117.0,1,142.0,12.0,6.97,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,136.0,116.0,0,142.0,9.0,7.03,1
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,171.0,125.0,9,171.0,-0.0,8.21,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,162.0,119.0,3,171.0,54.0,8.17,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,162.0,118.0,2,171.0,27.0,8.24,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,162.0,117.0,1,171.0,18.0,8.31,0
Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,161.0,116.0,0,171.0,15.0,8.33,0
Kolkata Knight Riders,Delhi Capitals,Delhi,144.0,119.0,3,154.0,60.0,7.26,1
Kolkata Knight Riders,Delhi Capitals,Delhi,143.0,118.0,2,154.0,33.0,7.27,1
Kolkata Knight Riders,Delhi Capitals,Delhi,142.0,117.0,1,154.0,24.0,7.28,1
Kolkata Knight Riders,Delhi Capitals,Delhi,142.0,116.0,0,154.0,18.0,7.34,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,182.0,125.0,9,182.0,-0.0,8.74,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,171.0,119.0,3,182.0,66.0,8.62,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,169.0,118.0,2,182.0,39.0,8.59,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,169.0,117.0,1,182.0,26.0,8.67,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,165.0,116.0,0,182.0,25.5,8.53,1
Mumbai Indians,Chennai Super Kings,Mumbai,174.0,125.0,9,174.0,-0.0,8.35,1
Mumbai Indians,Chennai Super Kings,Mumbai,174.0,124.0,8,174.0,-0.0,8.42,1
Mumbai Indians,Chennai Super Kings,Mumbai,174.0,123.0,7,174.0,-0.0,8.49,1
Mumbai Indians,Chennai Super Kings,Mumbai,174.0,122.0,6,174.0,-0.0,8.56,1
Mumbai Indians,Chennai Super Kings,Mumbai,174.0,121.0,5,174.0,-0.0,8.63,1
Mumbai Indians,Chennai Super Kings,Mumbai,174.0,119.0,3,174.0,0.0,8.77,1
Mumbai Indians,Chennai Super Kings,Mumbai,172.0,118.0,2,174.0,6.0,8.75,1
Mumbai Indians,Chennai Super Kings,Mumbai,172.0,117.0,1,174.0,4.0,8.82,1
Mumbai Indians,Chennai Super Kings,Mumbai,168.0,116.0,0,174.0,9.0,8.69,1
Punjab Kings,Punjab Kings,Chandigarh,178.0,125.0,9,178.0,-0.0,8.54,0
Punjab Kings,Punjab Kings,Chandigarh,170.0,119.0,3,178.0,48.0,8.57,0
Punjab Kings,Punjab Kings,Chandigarh,170.0,118.0,2,178.0,24.0,8.64,0
Punjab Kings,Punjab Kings,Chandigarh,170.0,117.0,1,178.0,16.0,8.72,0
Punjab Kings,Punjab Kings,Chandigarh,170.0,116.0,0,178.0,12.0,8.79,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,161.0,125.0,9,161.0,-0.0,7.73,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,153.0,119.0,3,161.0,48.0,7.71,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,152.0,118.0,2,161.0,27.0,7.73,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,152.0,117.0,1,161.0,18.0,7.79,0
Sunrisers Hyderabad,Chennai Super Kings,Chennai,152.0,116.0,0,161.0,13.5,7.86,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,148.0,119.0,3,159.0,66.0,7.46,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,147.0,119.0,2,159.0,72.0,7.41,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,146.0,118.0,1,159.0,39.0,7.42,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,142.0,117.0,0,159.0,34.0,7.28,0
